Class,Home State,Virginia County,Home Zip,Home Country,High School Attended,High School  CSZ,zip,long,lat
2020,VA,ARLINGTON,22207,,Stone Ridge Sch Sacred Heart                                ,"Bethesda, MD 20814-3898                      ",20814, -77.101490,39.004989
2020,,,,NEPAL,Rato Bangala School                                         ,                                             ,,,
2020,NY,,11743,,Cold Spring Harbor High School                              ,"Cold Spring Hrbr, NY 11724-1799              ",11724, -73.456381,40.864221
2020,NJ,,7458,,Lawrenceville School                                        ,"Lawrenceville, NJ 08648-1600                 ",08648, -74.717976,40.284308
2020,FL,,32225,,Stanton College Prep School                                 ,"Jacksonville, FL 32209-5610                  ",32209, -81.696254,30.361015
2020,MD,,20861,,Sherwood High School                                        ,"Sandy Spring, MD 20860-1005                  ",20860, -77.025412,39.142366
2020,TX,,77027,,Episcopal High School                                       ,"Bellaire, TX 77401-3002                      ",77401, -95.460905,29.704019
2020,FL,,33626,,Berkeley Preparatory School                                 ,"Tampa, FL 33615-5020                         ",33615, -82.580284,28.005103
2020,VA,NORFOLK CITY,23508,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       ",23502, -76.204908,36.860941
2020,VA,HENRICO,23229,,Saint Christophers School                                   ,"Richmond, VA 23226                           ",23226, -77.523347,37.579912
2020,MD,,20878,,Thomas Sprigg Wootton High Sch                              ,"Rockville, MD 20850-3099                     ",20850, -77.182294,39.091338
2020,TX,,76107,,Fort Worth Country Day School                               ,"Fort Worth, TX 76109-4201                    ",76109, -97.386965,32.700650
2020,AL,,35243,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2020,LA,,70130,,Metairie Park Country Day Sch                               ,"Metairie, LA 70005-4142                      ",70005, -90.134065,29.999416
2020,MO,,63124,,Mary Institute And Saint Louis Co                           ,"Saint Louis, MO 63124-1326                   ",63124, -90.380268,38.638103
2020,TX,,75230,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        ",75229, -96.864339,32.893295
2020,FL,,32024,,Columbia High School                                        ,"Lake City, FL 32025                          ",32025, -82.579118,30.107103
2020,VA,RICHMOND CITY,23226,,Collegiate School                                           ,"Richmond, VA 23229-7709                      ",23229, -77.574165,37.586772
2020,SC,,29369,,Spartanburg Day School                                      ,"Spartanburg, SC 29307-1037                   ",29307, -81.831555,34.982716
2020,GA,,30305,,Lovett School                                               ,"Atlanta, GA 30327-3009                       ",30327, -84.417300,33.869694
2020,PA,,15143,,Quaker Valley High School                                   ,"Leetsdale, PA 15056-1200                     ",15056, -80.216015,40.563890
2020,VA,HANOVER,23146,,Saint Christophers School                                   ,"Richmond, VA 23226                           ",23226, -77.523347,37.579912
2020,VA,DINWIDDIE,23841,,Dinwiddie County High School                                ,"Dinwiddie, VA 23841-2107                     ",23841, -77.543937,37.048042
2020,PA,,19075,,Chestnut Hill Academy                                       ,"Philadelphia, PA 19118-4198                  ",19118, -75.211217,40.073872
2020,VA,HENRICO,23230,,Henrico High School                                         ,"Henrico, VA 23227                            ",23227, -77.438188,37.611292
2020,NY,,12211,,Albany Academies                                            ,"Albany, NY 12208-3196                        ",12208, -73.809978,42.653031
2020,TX,,76109,,Trinity Valley School                                       ,"Fort Worth, TX 76132                         ",76132, -97.416806,32.667539
2020,TX,,75220,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        ",75230, -96.793393,32.902679
2020,CT,,6612,,Joel Barlow High School                                     ,"Redding, CT 06896-3000                       ",06896, -73.392584,41.305415
2020,TX,,77429,,Houston Christian High School                               ,"Houston, TX 77043                            ",77043, -95.584639,29.810930
2020,VA,CHESAPEAKE CITY,23322,,Grassfield High School                                      ,"Chesapeake, VA 23323                         ",23323, -76.379928,36.696963
2020,PA,,17603,,Jp Mccaskey High School East                                ,"Lancaster, PA 17602                          ",17602, -76.246351,40.014623
2020,NC,,28277,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     ",28226, -80.822129,35.102697
2020,MA,,2465,,The Rivers School                                           ,"Weston, MA 02493-1071                        ",02493, -71.303433,42.360502
2020,VA,RICHMOND CITY,23220,,Collegiate School                                           ,"Richmond, VA 23229-7709                      ",23229, -77.574165,37.586772
2020,VA,FLUVANNA,22963,,Charlottesville High School                                 ,"Charlottesville, VA 22901-3148               ",22901, -78.552744,38.087705
2020,NC,,28115,,Mooresville Senior High School                              ,"Mooresville, NC 28115-2592                   ",28115, -80.772464,35.585910
2020,GA,,30677,,Athens Academy                                              ,"Athens, GA 30604-6548                        ",30604,,
2020,TN,,38139,,Memphis University School                                   ,"Memphis, TN 38119-5305                       ",38119, -89.845385,35.079511
2020,SC,,29307,,Spartanburg Day School                                      ,"Spartanburg, SC 29307-1037                   ",29307, -81.831555,34.982716
2020,TN,,37397,,McCallie School                                             ,"Chattanooga, TN 37404-3949                   ",37404, -85.273662,35.027912
2020,OR,,97703,,Summit High School                                          ,"Bend, OR 97701-9469                          ",97701,-121.206340,44.112338
2020,PA,,19343,,Downingtown West                                            ,"Downingtown, PA 19335-2544                   ",19335, -75.721218,40.022618
2020,MD,,21204,,Saint Pauls School for Boys                                 ,"Brooklandville, MD 21022-8100                ",21022,,
2020,VA,LOUDOUN,20147,,Broad Run High School                                       ,"Ashburn, VA 20147-4710                       ",20147, -77.478130,39.041947
2020,SC,,29401,,Academic Magnet High School                                 ,"N Charleston, SC 29405-4066                  ",29405, -79.981994,32.856252
2020,GA,,30305,,North Atlanta High School                                   ,"Atlanta, GA 30327-3015                       ",30327, -84.417300,33.869694
2020,SC,,29625,,Westside High School                                        ,"Anderson, SC 29625                           ",29625, -82.765677,34.555099
2020,VA,LOUDOUN,20148,,South Lakes High School                                     ,"Reston, VA 20191-4102                        ",20191, -77.351702,38.934645
