Class,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2020,LA,,70130,,Metairie Park Country Day Sch                               ,"Metairie, LA 70005-4142                      "
2020,MO,,63124,,Mary Institute And Saint Louis Co                           ,"Saint Louis, MO 63124-1326                   "
2020,TX,,75230,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        "
2020,FL,,32024,,Columbia High School                                        ,"Lake City, FL 32025                          "
2020,VA,RICHMOND CITY,23226,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2020,SC,,29369,,Spartanburg Day School                                      ,"Spartanburg, SC 29307-1037                   "
2020,GA,,30305,,Lovett School                                               ,"Atlanta, GA 30327-3009                       "
2020,PA,,15143,,Quaker Valley High School                                   ,"Leetsdale, PA 15056-1200                     "
2020,VA,HANOVER,23146,,Saint Christophers School                                   ,"Richmond, VA 23226                           "
2020,VA,DINWIDDIE,23841,,Dinwiddie County High School                                ,"Dinwiddie, VA 23841-2107                     "
2020,PA,,19075,,Chestnut Hill Academy                                       ,"Philadelphia, PA 19118-4198                  "
2020,VA,HENRICO,23230,,Henrico High School                                         ,"Henrico, VA 23227                            "
2020,NY,,12211,,Albany Academies                                            ,"Albany, NY 12208-3196                        "
2020,TX,,76109,,Trinity Valley School                                       ,"Fort Worth, TX 76132                         "
2020,TX,,75220,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        "
2020,CT,,6612,,Joel Barlow High School                                     ,"Redding, CT 06896-3000                       "
2020,TX,,77429,,Houston Christian High School                               ,"Houston, TX 77043                            "
2020,VA,CHESAPEAKE CITY,23322,,Grassfield High School                                      ,"Chesapeake, VA 23323                         "
2020,PA,,17603,,Jp Mccaskey High School East                                ,"Lancaster, PA 17602                          "
2020,NC,,28277,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     "
2020,MA,,2465,,The Rivers School                                           ,"Weston, MA 02493-1071                        "
2020,VA,RICHMOND CITY,23220,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2020,VA,FLUVANNA,22963,,Charlottesville High School                                 ,"Charlottesville, VA 22901-3148               "
2020,NC,,28115,,Mooresville Senior High School                              ,"Mooresville, NC 28115-2592                   "
2020,GA,,30677,,Athens Academy                                              ,"Athens, GA 30604-6548                        "
2020,TN,,38139,,Memphis University School                                   ,"Memphis, TN 38119-5305                       "
2020,SC,,29307,,Spartanburg Day School                                      ,"Spartanburg, SC 29307-1037                   "
2020,TN,,37397,,McCallie School                                             ,"Chattanooga, TN 37404-3949                   "
2020,OR,,97703,,Summit High School                                          ,"Bend, OR 97701-9469                          "
2020,PA,,19343,,Downingtown West                                            ,"Downingtown, PA 19335-2544                   "
2020,MD,,21204,,Saint Pauls School for Boys                                 ,"Brooklandville, MD 21022-8100                "
2020,VA,LOUDOUN,20147,,Broad Run High School                                       ,"Ashburn, VA 20147-4710                       "
2020,SC,,29401,,Academic Magnet High School                                 ,"N Charleston, SC 29405-4066                  "
2020,GA,,30305,,North Atlanta High School                                   ,"Atlanta, GA 30327-3015                       "
2020,SC,,29625,,Westside High School                                        ,"Anderson, SC 29625                           "
