Class,Sex,Degree1,Major1,Major2,Minor1,Minor2,Johnson Scholar,Social Org,Varsity sport1           ,Varsity sport2           ,Varsity sport3           ,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2019,M,BS,MATH,CSCI,,,JOHNSON,Pi Kappa Phi,                         ,                         ,                         ,LA,,70433,,Saint Pauls School the                                      ,"Covington, LA 70433-3724                     "
2019,F,BA,BIOL,,,,,Kappa Alpha Theta,                         ,                         ,                         ,TX,,75205,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2019,F,BSC,ACCB,,,,,Alpha Delta Pi,Vars Swimming/Diving     ,                         ,                         ,IL,,60045,,Lake Forest High School                                     ,"Lake Forest, IL 60045-1371                   "
2019,M,BAC,ECON,,,,,Independent,                         ,                         ,                         ,CA,,91377,,Westlake High School                                        ,"Westlake Vlg, CA 91362-3802                  "
2019,M,BA,THTR,,FILM,,,Independent,                         ,                         ,                         ,NY,,10708,,Bronxville High School                                      ,"Bronxville, NY 10708-4829                    "
2019,F,BSC,BSADM,POLG,,,,Delta Society,Vars Lacrosse            ,                         ,                         ,CT,,6807,,Greenwich High School                                       ,"Greenwich, CT 06830-4835                     "
2019,F,BA,HISAM,ECON,,,,Chi Omega,                         ,                         ,                         ,MI,,48038,,Chippewa Valley High School                                 ,"Clinton Twp, MI 48038-1204                   "
2019,F,BA,SART,CSCI,,,,Independent,                         ,                         ,                         ,PA,,16505,,Mercyhurst Preparatory School                               ,"Erie, PA 16504-2606                          "
2019,M,BA,HISEU,,,,,Chi Psi,                         ,                         ,                         ,VA,ORANGE,22972,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2019,F,BS,PSYC,,,,,Alpha Delta Pi,Vars Volleyball          ,                         ,                         ,MO,,63122,,Visitation Academy                                          ,"Saint Louis, MO 63131-2316                   "
2019,M,BSC,BSADM,,,,,Lambda Chi Alpha,                         ,                         ,                         ,MA,,2467,,Buckingham Browne And Nichols Sch                           ,"Cambridge, MA 02138-5504                     "
2019,M,BA,HISAM,ECON,,,JOHNSON,Lambda Chi Alpha,                         ,                         ,                         ,MD,,21046,,Mount Saint Joseph High School                              ,"Baltimore, MD 21229-4102                     "
2019,F,BAC,ECON,,,,,Alpha Delta Pi,                         ,                         ,                         ,WV,,25314,,George Washington High School                               ,"Charleston, WV 25314-2342                    "
2019,M,BAC,ECON,,,,,Phi Kappa Psi,Vars Swimming/Diving     ,                         ,                         ,NJ,,7090,,Westfield High School                                       ,"Westfield, NJ 07090-3302                     "
2019,M,BSC,ACCB,,GERM,,,Independent,Vars Football            ,                         ,                         ,CA,,92082,,Valley Center High School                                   ,"Valley Center, CA 92082-3867                 "
2019,M,BA,CHEM,,,,,Independent,Vars Soccer              ,                         ,                         ,GA,,30534,,Greater Atlanta Christian Sch                               ,"Norcross, GA 30093-2614                      "
2019,M,BSC,BSADM,,CLAS,ENVS,,Pi Kappa Phi,Vars Football            ,                         ,                         ,PA,,19002,,Germantown Academy                                          ,"Ft Washington, PA 19034-2004                 "
2019,F,BAC,POLG,,WRIT,,,Kappa Kappa Gamma,                         ,                         ,                         ,SC,,29206,,A C Flora High School                                       ,"Forest Acres, SC 29204                       "
2019,F,BAC,POLI,ENVS,,,,Alpha Delta Pi,Vars Riding(Equestr)     ,                         ,                         ,FL,,33647,,Wharton High School                                         ,"Tampa, FL 33647-2482                         "
2019,M,BS,CHEM,,,,,Independent,Vars Wrestling           ,                         ,                         ,NJ,,7661,,River Dell Regional Hs                                      ,"Oradell, NJ 07649-2512                       "
2019,F,BA,ARTH,,CHMS,,,Kappa Alpha Theta,                         ,                         ,                         ,MA,,1564,,Gould Academy                                               ,"Bethel, ME 04217-0860                        "
2019,F,BA,SOCA,,,,,Kappa Alpha Theta,Vars Lacrosse            ,                         ,                         ,NY,,11725,,Saint Anthonys High School                                  ,"Huntingtn Sta, NY 11747-1363                 "
2019,M,BA,CSCI,PHYS,,,,Pi Kappa Alpha,Vars Soccer              ,                         ,                         ,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2019,M,BA,ARTH,ACCB,,,,Chi Psi,                         ,                         ,                         ,GA,,31522,,Frederica Academy                                           ,"St Simons Is, GA 31522-1634                  "
2019,M,BSC,BSADM,,,,,Chi Psi,                         ,                         ,                         ,SC,,29209,,Heathwood Hall Episcopal Sch                                ,"Columbia, SC 29201-5130                      "
